Tarih,PM10,PM2.5,SO2,NO2,NOX,NO
2024-10-14 16:00:56,"14,69","12,26","2,92","27,81","34,82","7,01"
2024-10-14 17:00:56,"17,16","8,67","3,28","25,90","32,21","6,31"
2024-10-14 18:00:56,"11,98","5,48","3,13","37,10","47,71","10,61"
2024-10-14 19:00:56,"12,22","10,54","3,25","62,06","84,77","22,71"
2024-10-14 20:00:56,"25,84","9,50","3,69","83,75","161,77","78,01"
2024-10-14 21:00:56,"53,78","11,88","3,63","103,86","211,70","107,84"
2024-10-14 22:00:56,"64,20","27,38","4,10","114,46","281,80","167,34"
2024-10-14 23:00:56,"79,79","33,47","4,01","109,00","282,81","173,81"
2024-10-15 00:00:56,"97,24","29,08","3,76","103,66","277,61","173,95"
2024-10-15 01:00:56,"91,08","31,80","3,36","92,44","210,79","118,34"
2024-10-15 02:00:56,"82,76","21,14","3,16","75,68","142,56","66,88"
2024-10-15 03:00:56,"64,20","20,07","2,76","69,46","121,67","52,21"
2024-10-15 04:00:56,"51,65","24,89","2,56","67,40","105,13","37,73"
2024-10-15 05:00:56,"41,20","19,04","2,48","67,66","105,79","38,13"
2024-10-15 06:00:56,"36,19","12,03","2,24","60,51","71,57","11,06"
2024-10-15 07:00:56,"38,78","14,22","2,40","62,81","91,55","28,74"
2024-10-15 08:00:56,"29,75","16,91","2,70","61,92","128,19","66,27"
2024-10-15 09:00:56,"30,75","14,35","2,86","57,64","127,20","69,56"
2024-10-15 10:00:56,"37,95","24,23","2,85","43,05","106,42","63,37"
2024-10-15 11:00:56,"37,15","35,81","2,94","37,36","95,09","57,72"
2024-10-15 12:00:56,"34,54","34,44","2,50","19,37","27,06","7,69"
2024-10-15 13:00:56,"26,36","24,07","2,55","17,53","23,74","6,21"
2024-10-15 14:00:56,"21,84","17,77","2,54","18,77","23,55","4,78"
2024-10-15 15:00:56,"14,25","12,03","2,55","23,85","28,79","4,93"
2024-10-15 16:00:56,"16,01","9,04","2,56","28,91","32,67","3,77"
2024-10-15 17:00:56,"12,49","6,98","2,55","36,58","42,02","5,45"
2024-10-15 18:00:56,"8,35","7,02","2,54","50,15","54,82","4,67"
2024-10-15 19:00:56,"10,37","7,39","2,65","76,52","110,86","34,34"
2024-10-15 20:00:56,"32,84","11,00","3,63","99,23","218,23","119,00"
2024-10-15 21:00:56,"52,35","20,45","3,91","122,44","290,56","168,12"
2024-10-15 22:00:56,"71,76","31,14","5,28","135,43","443,34","307,91"
2024-10-15 23:00:56,"95,60","43,17","5,26","129,82","454,16","324,34"
2024-10-16 00:00:56,"109,53","47,24","5,26","122,84","461,52","338,68"
2024-10-16 01:00:56,"105,36","45,29","4,34","105,61","369,73","264,12"
2024-10-16 02:00:56,"94,13","39,14","3,59","90,76","268,89","178,13"
2024-10-16 03:00:56,"80,51","26,09","2,80","73,78","130,35","56,57"
2024-10-16 04:00:56,"60,20","27,05","2,46","72,98","132,41","59,43"
2024-10-16 05:00:56,"49,89","25,40","2,27","71,26","120,56","49,29"
2024-10-16 06:00:56,"43,54","19,62","2,22","58,42","89,29","30,87"
2024-10-16 07:00:56,"33,02","13,67","2,11","54,09","76,39","22,29"
2024-10-16 08:00:56,"28,39","9,78","2,25","55,71","94,37","38,66"
2024-10-16 09:00:56,"29,69","10,69","2,87","61,10","133,17","72,07"
2024-10-16 10:00:56,"38,58","22,13","3,57","82,41","189,60","107,19"
2024-10-16 11:00:56,"50,86","36,38","4,20","88,80","195,55","106,75"
2024-10-16 12:00:56,"80,33","36,80","4,29","88,22","182,10","93,88"
2024-10-16 13:00:56,"84,35","33,65","4,55","69,87","113,85","43,98"
2024-10-16 14:00:56,"76,78","23,07","4,09","53,28","75,80","22,52"
2024-10-16 15:00:56,"50,59","17,91","4,25","35,85","45,29","9,44"
2024-10-16 16:00:56,"27,69","15,12","4,49","27,19","32,88","5,69"
2024-10-16 17:00:56,"20,89","11,55","3,94","26,94","32,69","5,76"
2024-10-16 18:00:56,"14,58","8,23","3,58","21,81","26,85","5,04"
2024-10-16 19:00:56,"22,00","6,85","3,05","23,59","29,35","5,76"
2024-10-16 20:00:56,"40,00","8,67","2,43","22,56","27,43","4,88"
2024-10-16 21:00:56,"33,83","6,99","2,22","20,99","25,26","4,27"
2024-10-16 22:00:56,"19,13","6,50","2,16","21,60","25,00","3,40"
2024-10-16 23:00:56,"17,69","9,58","1,99","18,30","20,91","2,61"
2024-10-17 00:00:56,"21,69","8,42","1,92","15,20","16,98","1,78"
2024-10-17 01:00:56,"16,70","5,61","1,93","13,51","15,51","2,00"
2024-10-17 02:00:56,"10,94","5,57","1,88","8,06","9,27","1,20"
2024-10-17 03:00:56,"7,26","5,94","1,86","5,07","5,20","0,13"
2024-10-17 04:00:56,"9,94","5,25","1,77","5,66","6,32","0,67"
2024-10-17 05:00:56,"8,63","4,95","1,73","4,50","4,78","0,27"
2024-10-17 06:00:56,"6,02","3,79","1,74","5,02","5,33","0,31"
2024-10-17 07:00:56,"8,10","7,45","1,84","8,93","9,08","0,15"
2024-10-17 08:00:56,"12,73","12,60","1,88","19,44","21,55","2,11"
2024-10-17 09:00:56,"11,31","9,23","2,01","25,55","29,83","4,27"
2024-10-17 10:00:56,"11,00","7,44","1,91","27,76","32,77","5,01"
2024-10-17 11:00:56,"17,84","5,66","1,95","25,31","31,04","5,74"
2024-10-17 12:00:56,"14,25","12,24","1,91","18,90","23,85","4,94"
2024-10-17 13:00:56,"14,86","8,11","1,97","17,22","21,10","3,88"
2024-10-17 14:00:56,"10,55","5,51","2,04","15,40","19,35","3,95"
2024-10-17 15:00:56,"7,28","5,32","2,08","21,86","27,10","5,24"
2024-10-17 16:00:56,"14,17","8,59","2,14","21,65","27,61","5,96"
2024-10-17 17:00:56,"18,51","11,23","2,07","21,84","28,14","6,30"
2024-10-17 18:00:56,"18,00","10,05","2,12","24,23","30,71","6,48"
2024-10-17 19:00:56,"16,41","10,12","2,01","26,45","32,04","5,59"
2024-10-17 20:00:56,"11,47","7,67","2,06","21,75","27,49","5,74"
2024-10-17 21:00:56,"14,37","8,24","2,03","28,46","33,68","5,23"
2024-10-17 22:00:56,"11,21","9,51","1,94","21,38","25,80","4,42"
2024-10-17 23:00:56,"10,62","7,07","2,11","27,29","32,11","4,82"
2024-10-18 00:00:56,"10,94","5,40","1,95","23,11","26,59","3,48"
2024-10-18 01:00:56,"13,66","4,52","2,19","29,88","32,95","3,07"
2024-10-18 02:00:56,"26,63","3,72","2,28","27,58","29,67","2,09"
2024-10-18 03:00:56,"16,93","3,81","2,27","19,51","20,97","1,46"
2024-10-18 04:00:56,"17,10","4,37","2,54","24,91","26,24","1,32"
2024-10-18 05:00:56,"27,28","3,32","2,28","24,61","27,05","2,44"
2024-10-18 06:00:56,"16,85","4,59","2,58","24,17","24,83","0,66"
2024-10-18 07:00:56,"14,73","5,48","2,44","30,09","31,94","1,85"
2024-10-18 08:00:56,"17,67","6,24","3,05","35,16","40,67","5,51"
2024-10-18 09:00:56,"13,32","8,25","4,13","45,73","62,93","17,20"
2024-10-18 10:00:56,"26,09","10,94","4,68","50,05","66,90","16,86"
2024-10-18 11:00:56,"43,65","17,60","5,41","51,92","78,03","26,11"
2024-10-18 12:00:56,"35,27","24,97","5,02","40,43","56,95","16,52"
2024-10-18 13:00:56,"33,49","29,99","4,47","33,39","47,61","14,22"
2024-10-18 14:00:56,"35,57","17,85","4,02","21,56","30,95","9,39"
2024-10-18 15:00:56,"28,42","10,54","3,61","21,09","28,79","7,70"
2024-10-18 17:00:56,"5,91","1,76","3,23","21,90","29,18","7,28"
2024-10-18 18:00:56,"6,10","3,15","3,09","29,41","37,42","8,01"
2024-10-18 19:00:56,"6,92","3,73","2,77","33,02","43,69","10,67"
2024-10-18 20:00:56,"8,28","4,32","2,62","36,91","46,98","10,06"
2024-10-18 21:00:56,"8,18","4,67","2,27","36,19","45,74","9,55"
2024-10-18 22:00:56,"10,07","8,96","2,20","32,74","41,05","8,30"
2024-10-18 23:00:56,"11,06","9,45","2,11","23,82","28,37","4,56"
2024-10-19 00:00:56,"10,52","5,83","2,03","23,03","26,58","3,55"
2024-10-19 01:00:56,"11,20","7,52","2,09","18,97","22,14","3,17"
2024-10-19 02:00:56,"17,08","11,36","1,95","31,40","35,28","3,88"
2024-10-19 03:00:56,"16,47","7,79","2,10","45,18","56,81","11,63"
2024-10-19 04:00:56,"12,33","9,08","2,16","24,18","26,67","2,50"
2024-10-19 05:00:56,"11,43","10,15","2,65","30,52","38,34","7,82"
2024-10-19 06:00:56,"8,53","7,83","3,05","17,42","19,58","2,17"
2024-10-19 07:00:56,"7,76","5,33","3,22","30,36","35,62","5,25"
2024-10-19 08:00:56,"6,39","4,64","3,44","39,62","56,68","17,05"
2024-10-19 09:00:56,"14,83","7,25","4,39","45,67","60,50","14,83"
2024-10-19 10:00:56,"23,70","17,58","4,55","48,79","71,35","22,56"
2024-10-19 11:00:56,"28,56","23,09","4,99","37,11","54,25","17,14"
2024-10-19 12:00:56,"33,49","28,14","4,88","28,39","39,94","11,55"
2024-10-19 13:00:56,"26,22","24,75","3,73","22,23","31,03","8,80"
2024-10-19 14:00:56,"16,34","15,69","3,21","19,32","26,92","7,60"
2024-10-19 15:00:56,"10,82","10,22","2,77","17,40","23,92","6,53"
2024-10-19 16:00:56,"8,51","6,41","2,50","19,00","25,48","6,48"
2024-10-19 17:00:56,"8,12","5,21","3,04","23,60","31,41","7,81"
2024-10-19 18:00:56,"7,42","4,60","2,99","32,51","41,01","8,50"
2024-10-19 19:00:56,"7,37","3,78","3,07","36,81","49,30","12,50"
2024-10-19 20:00:56,"9,31","8,54","3,06","35,15","43,61","8,46"
2024-10-19 21:00:56,"16,83","9,66","2,65","34,50","46,00","11,50"
2024-10-19 22:00:56,"22,67","17,53","2,49","26,35","38,17","11,83"
2024-10-19 23:00:56,"30,85","29,99","2,46","33,55","41,47","7,92"
2024-10-20 00:00:56,"35,58","24,71","2,55","51,53","83,61","32,09"
2024-10-20 01:00:56,"25,32","15,99","2,45","43,67","51,39","7,72"
2024-10-20 02:00:56,"21,53","12,34","2,58","73,04","110,63","37,59"
2024-10-20 03:00:56,"22,39","18,52","2,49","73,23","113,27","40,03"
2024-10-20 04:00:56,"19,23","18,22","2,48","72,02","110,34","38,33"
2024-10-20 05:00:56,"28,05","17,82","2,42","69,48","104,27","34,79"
2024-10-20 06:00:56,"25,34","22,37","2,48","68,27","113,28","45,01"
2024-10-20 07:00:56,"27,44","13,00","2,40","65,86","98,60","32,74"
2024-10-20 08:00:56,"34,50","24,70","2,65","61,46","95,30","33,84"
2024-10-20 09:00:56,"33,62","23,04","2,95","57,96","94,20","36,24"
2024-10-20 10:00:56,"31,30","24,84","3,31","43,40","56,69","13,29"
2024-10-20 11:00:56,"29,39","28,72","3,27","37,65","60,51","22,86"
2024-10-20 12:00:56,"36,33","34,95","3,40","25,58","34,07","8,49"
2024-10-20 13:00:56,"35,08","26,63","3,09","20,71","27,54","6,83"
2024-10-20 14:00:56,"24,07","18,15","2,78","18,39","24,14","5,75"
2024-10-20 15:00:56,"14,95","10,73","2,65","15,91","20,64","4,73"
2024-10-20 16:00:56,"9,14","9,09","2,45","14,14","18,24","4,10"
2024-10-20 17:00:56,"9,52","6,61","2,22","18,32","24,01","5,69"
2024-10-20 18:00:56,"8,02","4,73","2,28","18,89","23,20","4,31"
2024-10-20 19:00:56,"6,54","4,14","2,37","23,37","29,29","5,92"
2024-10-20 20:00:56,"16,13","4,13","2,51","21,43","25,80","4,37"
2024-10-20 21:00:56,"16,87","15,58","2,51","22,24","26,47","4,23"
2024-10-20 22:00:56,"15,54","9,03","2,43","23,91","27,88","3,97"
2024-10-20 23:00:56,"15,75","7,04","2,28","22,77","26,20","3,42"
2024-10-21 00:00:56,"17,74","5,42","2,08","30,63","34,12","3,48"
2024-10-21 01:00:56,"12,46","3,58","2,04","23,91","26,17","2,25"
2024-10-21 02:00:56,"11,93","3,29","1,88","39,52","41,12","1,60"
2024-10-21 03:00:56,"13,58","5,32","1,86","39,13","43,15","4,02"
2024-10-21 04:00:56,"9,70","6,92","1,85","31,21","32,36","1,15"
2024-10-21 05:00:56,"10,88","8,09","1,81","50,85","63,61","12,76"
2024-10-21 06:00:56,"15,92","9,47","1,92","42,53","53,93","11,40"
2024-10-21 07:00:56,"16,75","10,68","2,02","62,63","93,33","30,70"
2024-10-21 08:00:56,"23,20","16,60","2,29","64,36","128,99","64,63"
2024-10-21 09:00:56,"20,56","15,16","2,93","67,37","149,63","82,27"
2024-10-21 10:00:56,"25,63","19,73","3,68","70,67","169,74","99,07"
2024-10-21 11:00:56,"34,98","31,04","4,63","58,46","132,01","73,55"
2024-10-21 12:00:56,"49,75","35,31","4,14","49,83","103,68","53,85"
2024-10-21 13:00:56,"47,19","30,95","3,71","29,16","43,35","14,19"
2024-10-21 14:00:56,"32,27","29,10","2,69","18,09","25,06","6,97"
2024-10-21 15:00:56,"23,95","15,76","1,78","10,78","14,54","3,75"
2024-10-21 16:00:56,"14,38","9,61","1,79","13,78","18,62","4,83"
2024-10-21 17:00:56,"9,93","7,46","1,78","14,88","20,15","5,27"
2024-10-21 18:00:56,"9,60","6,48","1,93","21,68","28,06","6,38"
2024-10-21 19:00:56,"8,75","5,24","2,23","27,40","37,19","9,79"
2024-10-21 20:00:56,"10,75","8,71","2,26","39,16","49,08","9,92"
2024-10-21 21:00:56,"14,21","8,29","2,58","40,42","51,16","10,74"
2024-10-21 22:00:56,"16,47","13,57","2,55","50,89","60,53","9,64"
2024-10-21 23:00:56,"16,56","11,67","2,51","36,64","42,51","5,87"
2024-10-22 00:00:56,"21,32","9,20","2,36","36,11","40,29","4,18"
2024-10-22 01:00:56,"16,68","7,79","2,21","24,71","26,93","2,22"
2024-10-22 02:00:56,"10,60","6,96","2,06","19,01","21,16","2,15"
2024-10-22 03:00:56,"17,37","5,14","1,94","14,81","16,05","1,24"
2024-10-22 04:00:56,"15,72","4,70","2,09","19,62","21,60","1,98"
2024-10-22 05:00:56,"10,76","10,20","1,92","15,25","16,53","1,28"
2024-10-22 06:00:56,"16,01","7,26","2,10","17,25","18,89","1,64"
2024-10-22 07:00:56,"12,81","6,74","1,88","19,04","20,73","1,69"
2024-10-22 08:00:56,"11,08","6,72","1,99","36,89","44,20","7,32"
2024-10-22 09:00:56,"12,95","11,52","2,05","42,56","58,65","16,09"
2024-10-22 10:00:56,"11,72","10,67","2,22","56,08","73,79","17,71"
2024-10-22 11:00:56,"14,19","13,89","2,55","61,22","88,88","27,66"
2024-10-22 12:00:56,"20,24","11,63","2,40","52,68","73,55","20,87"
2024-10-22 13:00:56,"20,67","14,13","2,31","41,43","59,32","17,89"
2024-10-22 14:00:56,"22,31","17,49","1,91","31,19","42,47","11,28"
2024-10-22 15:00:56,"16,54","13,86","1,80","22,61","31,26","8,65"
2024-10-22 16:00:56,"10,58","10,27","1,52","12,90","17,19","4,29"
2024-10-22 17:00:56,"10,43","6,64","1,65","19,78","25,85","6,07"
2024-10-22 18:00:56,"8,71","4,27","1,68","20,68","24,53","3,85"
2024-10-22 19:00:56,"5,15","3,32","1,89","34,13","39,22","5,09"
2024-10-22 20:00:56,"10,79","4,29","1,97","37,06","40,33","3,27"
2024-10-22 21:00:56,"15,00","4,23","2,13","40,01","43,25","3,24"
2024-10-22 22:00:56,"24,72","6,53","2,28","49,16","53,26","4,10"
2024-10-22 23:00:56,"19,83","8,12","2,11","43,22","45,94","2,72"
2024-10-23 00:00:56,"13,67","8,53","2,20","54,56","58,15","3,59"
2024-10-23 01:00:56,"23,35","8,61","2,10","60,99","72,91","11,92"
2024-10-23 02:00:56,"27,23","17,02","2,46","76,12","153,46","77,34"
2024-10-23 03:00:56,"28,36","17,15","2,27","72,67","140,68","68,00"
2024-10-23 04:00:56,"33,74","14,72","2,66","73,11","139,51","66,40"
2024-10-23 05:00:56,"24,43","17,82","2,25","68,46","117,69","49,23"
2024-10-23 06:00:56,"24,67","15,86","2,25","67,31","119,53","52,23"
2024-10-23 07:00:56,"34,56","11,37","2,14","64,18","110,10","45,92"
2024-10-23 08:00:56,"30,18","9,47","2,43","66,10","142,39","76,29"
2024-10-23 09:00:56,"35,27","15,87","2,85","70,21","165,40","95,18"
2024-10-23 10:00:56,"40,27","33,07","3,96","78,28","194,86","116,58"
2024-10-23 11:00:56,"44,27","27,71","3,61","78,81","176,56","97,75"
2024-10-23 12:00:56,"48,91","36,99","3,63","68,53","141,09","72,56"
2024-10-23 13:00:56,"57,64","28,22","2,93","60,53","101,32","40,80"
2024-10-23 14:00:56,"45,96","18,14","1,95","37,26","49,78","12,52"
2024-10-23 15:00:56,"27,77","10,42","1,78","27,39","35,79","8,40"
2024-10-23 16:00:56,"21,28","7,83","1,85","24,96","31,12","6,16"
2024-10-23 17:00:56,"28,23","15,95","1,78","23,06","28,04","4,98"
2024-10-23 18:00:56,"25,83","10,03","2,26","59,30","72,09","12,79"
2024-10-23 19:00:56,"16,96","6,37","2,62","72,60","130,21","57,61"
2024-10-23 20:00:56,"19,17","15,24","3,98","110,34","237,99","127,66"
2024-10-23 21:00:56,"49,56","24,94","4,19","115,63","291,27","175,65"
2024-10-23 22:00:56,"81,14","22,72","4,69","119,18","329,66","210,48"
2024-10-23 23:00:56,"87,12","19,62","5,10","120,91","410,45","289,54"
2024-10-24 00:00:56,"84,17","21,68","4,47","111,19","359,43","248,24"
2024-10-24 01:00:56,"92,46","34,41","4,56","112,84","398,22","285,38"
2024-10-24 02:00:56,"96,52","57,01","4,08","89,30","245,38","156,08"
2024-10-24 03:00:56,"88,35","47,44","3,54","85,74","214,47","128,73"
2024-10-24 04:00:56,"78,77","27,38","2,99","83,30","220,74","137,44"
2024-10-24 05:00:56,"64,91","26,84","2,74","78,91","184,41","105,50"
2024-10-24 06:00:56,"60,04","27,79","2,41","71,94","154,17","82,23"
2024-10-24 07:00:56,"60,84","26,38","2,41","70,06","151,40","81,34"
2024-10-24 08:00:56,"54,38","17,57","2,65","69,11","178,64","109,53"
2024-10-24 09:00:56,"44,95","19,22","3,62","75,50","218,72","143,22"
2024-10-24 10:00:56,"56,64","23,77","4,15","74,93","205,34","130,40"
2024-10-24 11:00:56,"62,32","40,85","4,38","77,58","208,31","130,73"
2024-10-24 12:00:56,"70,78","35,07","4,00","68,81","130,21","61,40"
2024-10-24 13:00:56,"70,19","23,26","3,16","64,16","99,42","35,26"
2024-10-24 14:00:56,"56,70","19,01","2,79","66,36","92,10","25,74"
2024-10-24 15:00:56,"46,84","26,68","2,54","63,34","81,86","18,51"
2024-10-24 16:00:56,"46,18","22,03","2,67","74,69","94,74","20,05"
2024-10-24 17:00:56,"32,00","13,91","2,65","79,24","95,31","16,07"
2024-10-24 18:00:56,"16,93","14,06","2,71","92,26","116,09","23,84"
2024-10-24 19:00:56,"37,64","17,05","3,60","107,44","190,71","83,27"
2024-10-24 20:00:56,"55,93","14,83","3,26","99,14","131,16","32,01"
2024-10-24 21:00:56,"86,73","25,49","3,36","88,91","164,64","75,73"
2024-10-24 22:00:56,"78,26","29,01","2,92","65,47","84,14","18,67"
2024-10-24 23:00:56,"46,91","29,97","2,07","38,95","40,82","1,87"
2024-10-25 00:00:56,"35,77","27,46","1,96","33,20","34,36","1,16"
2024-10-25 01:00:56,"29,21","27,01","1,88","28,12","29,08","0,96"
2024-10-25 02:00:56,"24,93","23,46","1,92","15,88","16,01","0,13"
2024-10-25 03:00:56,"18,68","17,48","1,81","16,49","16,86","0,38"
2024-10-25 04:00:56,"17,94","13,70","1,87","13,47","13,68","0,20"
2024-10-25 05:00:56,"16,01","12,65","1,71","36,81","42,04","5,24"
2024-10-25 06:00:56,"14,08","12,63","1,72","38,34","50,23","11,88"
2024-10-25 07:00:56,"22,78","15,71","1,79","59,56","80,81","21,25"
2024-10-25 08:00:56,"31,92","23,30","2,37","69,23","152,66","83,43"
2024-10-25 09:00:56,"45,08","18,16","2,81","71,21","167,72","96,50"
2024-10-25 10:00:56,"46,29","15,49","3,60","79,71","227,33","147,62"
2024-10-25 11:00:56,"57,01","15,65","3,92","85,48","234,14","148,67"
2024-10-25 12:00:56,"63,48","19,26","2,99","53,17","134,01","80,84"
2024-10-25 13:00:56,"62,97","16,35","2,99","53,12","123,12","70,01"
2024-10-25 14:00:56,"48,98","22,50","1,83","19,90","25,92","6,02"
2024-10-25 15:00:56,"29,09","19,63","1,74","16,85","20,69","3,84"
2024-10-25 16:00:56,"22,31","13,63","1,72","23,10","27,35","4,25"
2024-10-25 17:00:56,"21,26","8,52","1,67","30,76","35,24","4,48"
2024-10-25 18:00:56,"17,21","5,01","1,63","52,00","60,51","8,50"
2024-10-25 19:00:56,"15,28","6,75","2,26","76,30","136,49","60,19"
2024-10-25 20:00:56,"25,81","6,13","4,25","95,80","223,30","127,51"
2024-10-25 21:00:56,"54,22","13,59","5,45","113,31","314,86","201,56"
2024-10-25 22:00:56,"93,64","26,30","6,94","117,23","395,37","278,14"
2024-10-25 23:00:56,"128,70","37,60","6,88","115,22","417,42","302,20"
2024-10-26 00:00:56,"132,23","36,75","5,80","108,62","374,99","266,37"
2024-10-26 01:00:56,"116,69","29,73","4,64","100,13","323,36","223,22"
2024-10-26 02:00:56,"94,88","39,41","3,95","82,70","217,43","134,74"
2024-10-26 03:00:56,"80,13","33,78","3,14","74,76","188,31","113,55"
2024-10-26 04:00:56,"75,66","34,47","2,97","78,40","199,57","121,16"
2024-10-26 05:00:56,"69,59","38,58","2,50","71,87","178,22","106,35"
2024-10-26 06:00:56,"64,55","33,51","2,31","69,53","158,36","88,83"
2024-10-26 07:00:56,"58,65","24,17","2,34","66,01","166,73","100,73"
2024-10-26 08:00:56,"57,90","31,31","2,44","64,93","155,40","90,47"
2024-10-26 09:00:56,"54,60","26,65","3,51","73,61","252,51","178,90"
2024-10-26 10:00:56,"58,00","30,36","3,87","70,88","181,80","110,92"
2024-10-26 11:00:56,"58,97","57,76","4,63","82,61","246,87","164,26"
2024-10-26 12:00:56,"70,80","47,05","4,42","74,39","150,22","75,83"
2024-10-26 13:00:56,"73,94","34,59","3,91","67,41","111,75","44,34"
2024-10-26 14:00:56,"56,89","23,59","3,34","58,52","83,55","25,03"
2024-10-26 15:00:56,"39,53","15,93","2,80","50,15","63,21","13,06"
2024-10-26 16:00:56,"25,45","13,46","2,49","47,76","57,81","10,05"
2024-10-26 17:00:56,"15,45","13,69","2,34","53,68","62,68","9,00"
2024-10-26 18:00:56,"11,67","9,90","2,44","73,21","89,23","16,02"
2024-10-26 19:00:56,"15,04","9,37","4,32","95,08","207,50","112,41"
2024-10-26 20:00:56,"38,95","10,01","5,16","112,92","248,74","135,82"
2024-10-26 21:00:56,"88,12","21,05","5,92","123,62","340,70","217,08"
2024-10-26 22:00:56,"112,70","20,80","6,12","120,74","357,56","236,82"
2024-10-26 23:00:56,"91,86","32,44","5,36","118,90","380,72","261,81"
2024-10-27 00:00:56,"110,86","27,55","3,66","101,26","249,39","148,13"
2024-10-27 01:00:56,"111,22","19,99","4,21","105,55","329,25","223,71"
2024-10-27 02:00:56,"94,87","15,49","3,01","89,28","226,39","137,12"
2024-10-27 03:00:56,"79,67","14,63","2,97","82,12","163,77","81,66"
2024-10-27 04:00:56,"75,05","18,02","2,69","83,89","180,04","96,14"
2024-10-27 05:00:56,"67,24","22,50","2,23","76,83","129,99","53,16"
2024-10-27 06:00:56,"67,97","25,21","1,98","72,81","111,07","38,26"
2024-10-27 07:00:56,"61,21","20,57","1,75","67,13","87,99","20,86"
2024-10-27 08:00:56,"50,39","28,30","1,95","67,46","110,47","43,02"
2024-10-27 09:00:56,"45,55","32,64","2,16","58,21","80,93","22,72"
2024-10-27 10:00:56,"41,12","29,39","3,00","57,50","99,54","42,05"
2024-10-27 11:00:56,"29,51","28,27","2,83","47,17","69,71","22,54"
2024-10-27 12:00:56,"44,23","30,90","3,11","38,24","52,37","14,13"
2024-10-27 13:00:56,"37,94","22,11","2,79","34,59","45,73","11,14"
2024-10-27 14:00:56,"29,02","17,24","2,67","29,60","36,49","6,89"
2024-10-27 15:00:56,"22,69","13,58","2,60","29,31","35,80","6,50"
2024-10-27 16:00:56,"15,07","9,79","2,64","29,53","34,50","4,97"
2024-10-27 17:00:56,"10,42","7,54","2,45","44,75","52,67","7,92"
2024-10-27 18:00:56,"8,17","7,66","2,20","55,07","62,13","7,06"
2024-10-27 19:00:56,"9,04","4,94","4,23","91,90","184,04","92,14"
2024-10-27 20:00:56,"18,79","10,43","6,25","105,52","231,71","126,20"
2024-10-27 21:00:56,"77,16","14,76","6,13","129,41","380,74","251,33"
2024-10-27 22:00:56,"126,64","28,69","8,63","133,44","428,59","295,15"
2024-10-27 23:00:56,"137,44","38,33","6,87","139,54","521,11","381,58"
2024-10-28 00:00:56,"130,92","30,49","6,51","129,45","472,87","343,42"
2024-10-28 01:00:56,"138,49","32,20","5,76","122,91","446,72","323,81"
2024-10-28 02:00:56,"138,87","26,22","5,07","91,95","274,80","182,85"
2024-10-28 03:00:56,"120,73","27,54","3,80","86,92","240,15","153,23"
2024-10-28 04:00:56,"109,99","32,66","3,46","84,96","233,96","149,00"
2024-10-28 05:00:56,"93,70","23,41","3,22","81,67","212,91","131,24"
2024-10-28 06:00:56,"85,18","12,88","2,98","76,28","190,51","114,23"
2024-10-28 07:00:56,"78,88","21,08","2,72","72,20","166,44","94,24"
2024-10-28 08:00:56,"72,18","40,14","2,96","72,07","192,27","120,19"
2024-10-28 09:00:56,"66,43","30,81","4,74","84,83","309,40","224,57"
2024-10-28 10:00:56,"63,24","41,23","4,57","82,02","235,56","153,54"
2024-10-28 11:00:56,"66,33","65,10","5,53","102,26","309,46","207,21"
2024-10-28 12:00:56,"100,69","57,14","5,97","112,63","268,10","155,47"
2024-10-28 13:00:56,"160,80","47,49","5,65","96,91","204,12","107,21"
2024-10-28 14:00:56,"158,88","43,65","5,40","96,83","170,84","74,01"
2024-10-28 15:00:56,"112,31","28,64","4,28","64,96","83,74","18,77"
2024-10-28 16:00:56,"70,34","16,87","3,97","56,17","69,95","13,77"
2024-10-28 17:00:56,"39,15","10,00","3,23","55,83","67,58","11,75"
2024-10-28 18:00:56,"21,10","5,71","2,81","69,58","86,55","16,97"
2024-10-28 19:00:56,"18,23","3,47","4,49","98,20","207,43","109,23"
2024-10-28 20:00:56,"37,85","11,47","4,73","113,56","241,52","127,97"
2024-10-28 21:00:56,"79,22","27,07","7,50","141,91","427,99","286,07"
2024-10-28 22:00:56,"121,50","31,07","7,95","145,77","492,09","346,32"
2024-10-28 23:00:56,"145,96","35,55","9,09","148,33","571,61","423,27"
2024-10-29 00:00:56,"165,57","38,87","8,70","148,04","618,46","470,41"
2024-10-29 01:00:56,"178,40","43,59","7,46","132,11","506,04","373,93"
2024-10-29 02:00:56,"172,71","40,76","6,66","102,50","323,68","221,18"
2024-10-29 03:00:56,"160,24","37,12","5,20","99,56","337,78","238,21"
2024-10-29 04:00:56,"141,28","39,67","4,45","94,65","289,19","194,54"
2024-10-29 05:00:56,"128,86","43,38","4,29","91,90","273,81","181,90"
2024-10-29 06:00:56,"112,83","31,67","3,74","82,35","229,17","146,82"
2024-10-29 07:00:56,"96,78","21,87","3,61","77,73","188,96","111,23"
2024-10-29 08:00:56,"77,09","22,52","3,66","75,35","194,24","118,90"
2024-10-29 09:00:56,"65,57","16,39","4,38","78,24","236,98","158,73"
2024-10-29 10:00:56,"71,66","19,08","4,68","76,46","171,07","94,61"
2024-10-29 11:00:56,"73,44","33,36","5,08","92,74","248,92","156,18"
2024-10-29 12:00:56,"72,97","33,36","5,66","101,19","184,29","83,11"
2024-10-29 13:00:56,"86,27","24,03","4,38","98,19","165,75","67,56"
2024-10-29 14:00:56,"97,71","30,69","4,53","103,70","160,88","57,18"
